Season,Birth_place,,,,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
